class,text
Neg, We bought this truck back in 1991 from a woman in our community  We got it with less than 80 000 miles on it at the time  Now it has nearly 170 000  Sure  it drinks  and drips  loads of oil and isn t very good on gas milage anymore  but that truck is made like a Timex  Presently it smokes from the wore out muffler and some other place on the engine  I have to ride the breaks when I m at a red light  and it never ever wants to start when it s the least bit cold outside  but my little truck is paid for and it s never let me down  With all of its problems it s never cost over  275 at one time to repair  Mostly it s just replacing of belts and filters  or adjusting the corborater  Since this truck has lasted so long with its problems  I would consider buying another Ford truck in the future  I can t really recommend the new Rangers since I know nothing about Ford s quality now br br  
Neg, I made a big mistake and bought a 1997 Ford Taurus SE  I used to work at a large Ford dealership and thought I still had lots of friends at the dealership  so I went there to buy my car  When I bought the car it had 28 000km on it  I thought the price was a good deal  but let me tell you it was no deal The car has shown well in safety tests  probably because its always in the shop and not on the road  and is quite comfortable and roomy in the front and trunk is large and can hold just about anything  Ford rates it as dependable and reliable  Well the people who rate the dependability and reliability of this model must not own one This car spends more time getting fixed then it does on the road  The dome light stays on whenever it feels like  the heater motor went 6 months after we bought it  the cable that runs form the steering column to the transmission snapped right after the 60 000km warranty ran out  There are power surges when you slow down for lights or stop signs  But the biggest problem is that the car has less than 117 000km and now the transmission has blown  Even though I know a mechanic that charges me less than the going rate for labor  this repair is going to set me back approx  3 000  with the cost of car rental for 10 days  I can say however that the car rides nice and smooth and the steering so far has been good  it corners well and does not shake and shimmy at speeds of 100km or more  This vehicle gets good gas mileage and does not burn a lot of oil However the bad out weighs the good  For a domestic car the repair bills are quite costly and the parts are not as easy to get as you would think  With the time is spends in the shop and the cost to repair  it just is not worth it When I spoke with the dealership one of the sales guys laughed at me and said that the Taurus is just not a good car  thanks for selling it to me Not only that but the place that my mechanic sent the transmission said that he already has 4 Taurus s 97 and newer that have the same problem Unless you like to spend a lot of money and love to read the magazines and check out the guys at the shop I don t recommend this car to anyone  I know that I will be unloading mine as fast as possible What the say about FORD  found on road dead or fix or repair daily  definitely applies to this model br br  
Neg, UPDATE  After this epinion was posted  the car  having about 55 000 miles on it  had the transmission go out of it  The trans would refuse to go into gear  The cost of the repairs were estimated at 2500  I do also know for a fact  that a close friend of mine who was a ford fan  had also had a 97 taurus  and his transmission went out at about 65 000 miles  Apparently  according to the dealership  ford knows that this is a problem  but will not really do anything to help their customers  I definetally cannot reccomend anyone buying this kind of car original epinion While thankfully  i did not buy the taurus  i still must drive it  My fiancee has this car as her company car  it being a 97 model  while the 3 0 L V6 has some pep  the rest of the car is all down hill from there  The exterior of the car is like the title said  a Fish car  Altho for 2000 Ford realized their blunder  and tried to remedy the situation  The round rear window and the low trunk looks very strange to me  the taurus s sister  the sable looks a bit better from the front  using some chrome accents  Inside  there are a host of things that annoy both of us  First off is Ford s attempt at stationary lumbar support  When you sit in either of the front seats  your upper torso  namely your shoulders are pushed forward in an awkward position  not comfortable at all  The power lumbar in an upper model may fix this  Secondly  The  control pod  with the radio and climate controls is not well designed  First  the buttons are all similar  and close together  somewhat so making it hard to distinguish radio controls from climate controls  The 3rd thing  is that there is no good place for a portable CD player to sit  My first choice would be an aftermarket stereo  but it s a company car  and the control pod limits the modifications that can be done to the stereo  So  we use the portable CD player in the car  In order to have a place to put the CD player  the armrest must be in the folded out position  which requires the use of a corded Y adaptor for ciggaret lighter power  because the armest when open  will not allow the ashtray to be open  Aside from these things  the taurus is a rather safe car  But  if it were my money  i think that i could find a better suited car for the money that it is worth 
Neg, When we bought this car we did not want to spend a lot of money  Ours was the last of its kind on the lot  it s a  97 G  but we bought it new in  98  It s stripped down  it has an AM FM stereo and power windows  but no power locks or trunk release from inside the vehicle   a definite negative  Still  these issues were minor because we wanted a car with a good safety rating  and we needed a car that was relatively inexpensive  This car was both We felt we were OK because it was new and came with the manufacturer s warranty 3 year  36 000 bumper to bumper  We used the car primarily for cross country trips and it did quite well  But on our third trip  we noticed the transmission was very tough to shift into gear  We had 8 000 miles on the car  The dealer found that the transmission had a problem  and only fixed the portion that was causing the problem  Some seals were bad  as well as some valves  I asked why they wouldn t replace the entire transmission  considering it failed after only 8 000 miles  He said they only repair the portions that failed  In my opinion  I have a defective transmission which is begging to fail and strand me  or my wife and kids  in the middle of nowhere  Ford was not willing to replace the transmission  Despite this major flaw  the transmission is still not working perfectly and the warranty has expired  the car has been fairly reliable  During the three years we ve owned it  we ve barely put 35 000 miles on it  All of the repairs done were covered by the warranty  see below  I won t say it was  free  however  because each time I took the car in for repairs  they kept the car all day and I had to make other arrangements to get to work  1  transmission   pseudo repaired   it works  but not perfectly 2  power steering pump   noisy and replaced 3  emissions switch   a light came on in the dash informing us to check the engine  had to go to a dealer  we were on vacation  and spent the morning there while the switch was replaced 4  weather stripping on passenger front door   seal was broken between the door and the car body   replaced 
Neg, Since 1997  when I bought my 97  Ford Taurus  I have gotten to know my auto repair man very well  I have spent more time waiting in his shop in the past few years than I have going out with my husband  This car not only has given me a ton of trouble  but it s always strange odd trouble  Car troubles that no one has ever heard about  Last year I had to replace the engine because I drove through a puddle  That s right  the engine  Sometimes when I step on the brakes the rear defrost goes on  Of course this is just the mild trouble other problems I ve had  include the interior lights never going out  causing the battery to die  Sometimes the alarm goes off  while I m driving  I truly believe I could make a horror movie comparable to the Amityville Horror house move about this car  My point is  save yourself trouble and hassle and RUN don t walk away from that Ford Dealership br br  
Neg, Ford taurus  have to be the worse car on the road today mechanically  sure  it looked good  but not worth all the money you need to sink in to it to keep it running  I put a total of 4 transmissions in mine and even that one was on it way out when i traded it in  There are also 2 safety issues i have with this car  first one is the engine mounts fell off  yes  my engine flew to the ground just about  they did recallit butnot until after ipaid that expense  The second and more serious flaw is that on a 90 degree turn into oncoming traffic  the turn signal switch that is inside the steering column broke off inside causing me to loose control of all steering  They still have not recalled this even though i know many people this happened to and they called it in also  I would never purchase a ford taurus again  heck  i wouldnt even take one for free unless i owned a money tree br br  
Neg, I will NEVER buy a Ford vehicle again  I bought my 2 year old Taurus from a reputable Ford dealer  They told us that the car was just off of a lease  It had never been in an accident  the brakes were new and we still would have one year left on the original warranty  We bought it the car and the story  The brakes had to be totally redone after just two months  The Ford reason for the rust and corrosion was the car had  quot stood quot  too long  Yeah on their LOT  Then there s the TRANSMISSION  First it was a hard shift on my automatic transmission  They adjusted the computer  Then it needed still more adjustment  This dealer couldn t fit us in for 4 weeks  So we tried another Ford dealer  They wouldn t touch a car that another Ford dealer had already touched  We called FORD s 800 number  They said the second dealer had to take us  The dealer then said they were too busy to get us in  We called the original dealer and asked for a loaner as we didn t want to damage the transmission  They refused and said we weren t damaging the car  When they did finally see our car they said we needed a whole new transmission  They then said that the warranty had run out and besides it must have been something we did  We ve since learned that Ford Taurus has a history of transmission problems and obviously don t back their product  NEVER EVER AGAIN br br  
Neg, In early 1998 I purchased a 1997 Ford Taurus SHO program car from my local dealer  The car had been purchased and used by Ford as a  quot Junior Executive quot  automobile  whatever that means  The vehicle itself was in great shape with only 15K miles on it  so my wife and I figured  quot Hey  it s practically new quot  The car was back into the shop within the first two weeks to have the  quot Football quot  replaced  The tape deck unit was not functioning properly  so the entire radio climate control unit had to be replaced  Within a month  the car had 16K miles on it at this point  I had to take it back to the dealer to have the drivers side rear window motor replaced  It seemed a bit early to have this motor replaced  but it was under warranty so I didn t complain too much  Things seemed to go fine for about three weeks  when the CD changer wouldn t register that there were any CDs and wouldn t release the CD cartridge  This problem took about 7 visits  3 different CD units and the course of six months to finally get straighten  In the mean time  while visiting family in Iowa at Christmas time  I accidentally pressed the sunroof  quot Tilt quot  button while looking for the map light  in the dark of course  The sunroof then refused to close  It took about 25 minutes of me standing in 4 inches of snow  and my wife trying from the inside to get the sunroof closed   to this day  the sunroof still doesn t close everytime you press the close button  Upon our return  we once again took the car to the dealer for warranty repairs  A few months passed with no further problems from the car  everything seemed to work properly  One afternoon while leaving on another trip to Charlotte  about 3 hours I took the car through one of these gas station car washes  when the sunroof leaked water on my wife  Upon further inspection  we found that  while being closed flush on the drivers side  the passenger side of the sunroof failed to close the entire way  leaving about an 1 8 quot  gap  I stopped by the dealer  set up an appointment and we proceeded on our way  When we arrived in Charlotte  We checked into our hotel and decided to grab a bite to eat before the concert  We drove maybe fifteen minutes from the hotel to a cafe  We spent about another 15 20 minutes eating  When I got back out to the car after eating  it was dead  Nothing  Nada  When I turned the ignition key  abosolutely nothing happened  The car didn t sound like it had a low battery  it didn t make any sound  I had to wait for about and hour and a quater for a tow truck to come  then had to wait another hour while the local dealer supplied me with a rental car  it was a Ford operated rental agency too  I was further informed that FORD expected me to cover the costs of the rental  and that my car might not be ready the next day  since it was 5pm and that I would be charged to take the rental out of state  and then they expected me to return to Charlotte to retreive my car  I was floored at the apathy of Ford  especially when my service records showed the unacceptable number of time that the vehicle had been in the shop for warranty repairs  over 12 times in 12 months  I bit my tongue and rented a car  Crown Vic  60 a day  Luckily my car was ready the next morning  prognosis  the battery had gone dead  I don t see how  when it happened out of the blue  I had had NO problems starting the car at the hotel  and then 45 minutes later  15 of the driving and recharging the battery  and nothing pulling power fromt he battery when the car was turned off  the battery is all of the sudden dead  with no charge  It was at this point that I starting telephoning Ford Customer Service  who most of the time were rude and told me they had no further interest in me or my vehicle problems  After 9 phone calls and 6 months of complaining  a call to a lawyer  and hassling with the local dealer  who all they wanted to do was trade in this car and sell me another one  Ford finally gave me a 75K mile warranty on my car  It took long enough for Ford to show any signs of customer service  I was very diasappointed in the way that Ford handled the situation  I expect that cars have some problems  but it seemd to me that 12 times for warranty repair in 12 months on a car with less that 30K miles was a bit unacceptable  So far  knock on wood  the car hasn t been in for anything other than routine maitenance  oil  brakes  etc in about 10 months or so  Maybe the problems have worked themselves out  I cannot recommend the SHO version of this car to anyone who doesn t have the time or patience to deal with a car that is constantly in the shop br br  
Neg, Could things get any worse I loved how it looked  after that it was all down hill  Besides the neat oval theme there is nothing about this car I liked  First problem was a short in the steering column  ever time you turn right the radio would shut off  Then as I drove home from a long vacation  at night  made a right hand turn and the headlights shorted out   We ended up sleeping at a rest stop until the sun came up and comfort is not included with the oval theme  Then I had problems with the tranny slipping and when you put it in reverse none of the electrical worked  And to think this all happened before I could make my first loan payment br br  
Neg, We bought our 1997 Ford Taurus used in 1998  It had 10 000 miles on it and was the GL edition  Unfortunately we were looking forward to getting another Crown Victoria but none were in our price range  As a whole the car performs well  It started everytime you wanted it to and did great in the snow  While driving around in suburban areas the car is a dream  it s a smooth ride  quite quiet  and the car itself has no trouble  However once you hit try to go on the highway things get a bit shakey  In the beginning It seemed hard to get the car to cruising speed  Once at cruising speed things cool down a bit  but try to accelerate from cruising speed and the car will give out quite a shudder  This isn t the best car to be taking on long highway trips  Other than that the car will perform well  Next there is the interior  All the radio  A C and heating controls are in one area which makes it very easy to memorize  The dashboard is arranged in an orderly fashion  The seats are very comfortable although the drives seat could have more lumbar support  As a whole the interior is very roomy  There is enough room for me being 6 feet to sit in the front and my friend of the same height to sit in the back without us having our knees at our ears  Unfortunately much of the interiors moving parts were made of plastic which broke of when over used  As a whole this car was ok  I never got used to how many miles to the gallon you could get in the Taurus and the stuff you could fit in it  Although towards 70k miles this car started needing expensive repairs it lived through a trip to Washington DC and my Mother who runs child day care in our house and used it many times to transport them  For this cars performance i wish we had gotten another Crown Victoria we still our 1988 one which has 147 000 miles and still out performs the Taurus 
Neg, I bought my 1997 Taurus LX from Tom Wood Ford in Indianapolis in April of 1998  It was a demo and had 6 000 miles on it  Listing for  28 700  I paid  21 000 for it  I asked the dealer twice to provide an owner s manual  none was ever provided so I switched dealers to Capital City Ford  I have had the Taurus in the shop MANY times for non routine items  including  The cigarette plug broke  the overdrive switch broke  a component in the steering linkage failed  and the stereo is garbage  Let me tell you about the  700 mach 460 radio Ford is so proud of  It has intermittent static in the front speakers  and I have taken it to Capital City Ford FIVE times to be repaired  The static is still there  The service department will not replace the stereo because they are afraid Ford will charge them for the item if it tests OK at Ford  In the meantime  both Ford and Capital City have ensured that my wife s next car will be a Daimler Chrysler  In fairness  I have a Ford Ranger that is flawless  but my Taurus is a piece of junk  I called Ford to have them tell the dealership to fix the problem  and they gave me the runaround  Goodbye Ford  hello Chrysler 300M     
Neg, I honestly can t complain about the engine or transmission or any other major component of my 1997 Taurus GL  It has always gotten me where I need to go and has always started up in the morning  etc  However  about 2 000 miles after my 36 000 mile warranty expired  all sorts of things started to go awry  First  the passenger side window  automatic  of course  stopped rolling down  The driver s side went soon after that  And  now  none of my windows roll down  When you get into the car  the little light showing that a door is ajar remains on along with the dome light and all other interior lights  It s quite embarrassing driving down the highway at night with your car lit up like Times Square The parts  from what we have discovered  are only available through Ford  which means big money  So  my husband messed with it until he got a couple of the windows working  I m still waiting for the dome light to go out or the battery to run down first  I m anxious to trade this baby in before anything else happens br br  
Neg,  The 1992 Ford Taurus  was now in its 2nd generation  many car companies for 1992 had revised their sedans to look more aerodynamic  so Ford had to do something to stay on top in the style department  Unfortunately this attempt resulted in a more blase look  The 1992 Ford Taurus  while improved in some areas  never made it past 1st base in other areas   The 1992 Ford Taurus  is not much different than the 1991 models  the 2 4 liter  90 horse powered engine is finally dropped  but there still is an anemic 140 horsepower 3 0 Vulcan V6 as its base engine  The 1992 also weighs more than its predecessor  tipping the scales for the first time over 3 100lbs  The next engine is the Essex 3 8 engine  It too has 140 horsepower  but unlike the Vulcan 3 0 it gets all its power at a much lower RPM  and has more torque  215lb ft  The top of the line engine is the 3 0 DOHC engine that was built partly by Ford  and mostly by Yamaha in Japan  This engine cranks out an impressive 220 horsepower  and will burn rubber if you don t watch your right foot at a stop light  This engine unfortunately is only available in the top of the line  SHO  models  and they only come with a 5 speed manual for this year  The AXOD transmission still  after thousands of complaints  comes in the GL and LX models with the OHV 3 0 and 3 8 engine  Ford obviously did not listen to their customers very well i Driving Impressions i   T he LX equipped with the 3 0 is what most of the critics called  anemic   boring  and just  plain sad  this lack of power problem was obviously an issue that I did not share alone  This car not only was slow in the lightweight models of the mid 1980s  but for 1992 it s even slower with the added weight and no increase in engine power  The 1992 Ford Taurus  of course is not a race car  however shouldn t  acceleration  onto the freeway at a decent pace be a standard amenity in an almost  20 000 family car  I think so  Remember  when these cars were new they were not exactly cheap  some LX models were as much as  21 000  a good engine  with adequate power is not asking too much  is it  My Test car  a 1992 LX only had 82 000 miles on it  but felt like it had much more  There were tears in the headliner and vanity mirrors  the carpet was worn  the back seat had tears in the cheap leather  This car looked as though it had been through the war  There was even a time while accelerating up hill that the transmission totally slipped out of gear  I had to shift to neutral then back to D  After letting off of the gas pedal  the transmission let itself go back into high gear  and I resumed my way up the hill at around 45 MPH on the freeway  very dangerous when the speed limit is 80  but I had no choice i Interior Accommodation i  The  interior  is not too bad  I ve never personally been in a 92 Taurus when it was brand new  lets see  in 1992 I was around 14 years old  But I can imagine what this car probably looked like  The leather probably looked plush  the headliner fitted like a nice pair of leather pants  and the transmission as silky smooth as my skin  that s me trying to be funny  Anyway enough about probably s  this car is now 10 years old and it is pretty darn close to what many would consider junk  The interior does boast tons of room  trunk room included  There is 6 way power seats with lumbar support as an option for the LX  leather  a cold AC  an optional electronic dash  electric antenna  5 MPH bumpers  front air bags  finally  ABS is an option  The 6 speaker Ford sound system probably would have been good  but it didn t work so I can t comment   Exterior Innovation i  The  exterior  looks much like the 1st generation s  The rear looks a little more square  there is modified tail lights and head lights  body colored bumpers and door handles  more attractive stock rims  and paint has been revised so it doesn t wash off as easy as the previous 1st generation models  When I say  wash off  in a number of cases this actually happened with first generation Ford Taurus i Price i  The  price  for a 1992 LX Taurus will cost you around 3 000 dollars  In many cases these cars are being given away  or close to it   Other Cars To Consider b i 1  Dodge Intreped 2  Eagle Vision 3  Chevrolet Lumina  a href content 63653777028 http www epinions com content 63653777028 a   My Review 4  Honda Accord 5  Toyota Camry 6  Chevrolet Corsica 7  Plymouth Acclaim 8  Dodge Dynasty 9  BMW 3 series 10  Ford Thunderbird  Happy Car Shopping  
Neg, My 1992 Ford Taurus has 85 000 miles on it and is ready for the junk heap  It is just not a well built car  I purchased it in 1995 for  5 500  and at the time it had only 15 000 miles on it  no the odometer had not been turned back  Since then I have put untold amounts of money into this lemon and it is  nevertheless  on its last legs The radiator has been replaced twice as have the cooling fan and hoses  The brakes have been replaced twice in there entirety because Ford brakes do not have the tell tale squeal feature to inform one that the pads are becoming thin  Thus  you find out they are bad when you start to hear metal grinding at which time you realize you are about to owe an extra  200  Just this year I blew both heads on the engine  needed a new battery  new engine mount  new sway bars  new struts  for the second time  new battery cables  new calipers  another new coolant fan  had to have my electric window fixed on driver s side when it froze and my transmission is shot but I haven t taken care of that yet  The only thing on this car that has been reliable is the body which has not rusted at all  and I live in NY with harsh winters and salt on the road  Why do I still own this car  Well I am lazy  I don t know about you but shopping for a new car is something I look forward to with the same zeal as root canal  It also is a process that requires many hours of time which I frankly do not have Now you may be thinking that with all this repair I must have been very hard on the car  Actually no  I garage the car usually  have relatively frequent oil changes and tune ups  and I don t drive like a maniac  The car is either built poorly  or has gremlins The 1992 Ford Taurus has sluggish pep  and corners like a rhinoceros  There is also an annoying momentary hesitation when the gas pedal is pushed down  The brakes work fine between fixings and the car does have relatively ample trunk space  but the Ford s cupholder is located directly below the radio so it is very hard to drink anything and change stations  Also  the cupholder is incredibly poorly made  It has a thin hinged bar underneath that looks something like a  quot U quot  When you hit a bump that U sways forward  If you hit a few bumps it sways enough that it comes out from beneath the cup bottle and you have drink all over your legs  floor  seat and  in my case  my passport which is now partially stained purple and redolent of grape soda  Another thing I find annoying  this is really a tangent as most cars have this feature  is that when you touch the electric window button the windows rolls down all the way automatically  Whoever thought this up must not ever crack their windows which is the preferred degree I want them open  So what are the advantages of owning this car  Well  as I m sure you are all aware  the Ford Taurus is one of the sleekest cars on the road with its sexy boxiness and sultry lack of curves  I find women often turn there head as I drive by  whistle and say  quot nice Taurus quot   lt Yeah right  There are no advantages to having this car that I can discern I would say  all in all  stay far  far away from this automobile br br  
Neg, I purchased my 92 Ford Taurus in 1999 based on my loan officer s opinion of what size loan I could handle  Obviously  he didn t figure the maintenance costs into that estimate  In less than twenty four hours  literally  I found myself stranded on the side of a major highway  screeching into a pay phone that  yes  they most certainly would send a tow truck  The water pump was shot Over the next seven months I got to know my mechanic very well  The transmission nearly fell out from under the car  and did manage to crack the planetary   planetary what I haven t a clue  but it cost  1500 to replace  Soon after I also replaced the heater coil  window motor  and the air conditioner   twice  in southern Mississippi you have to have the AC  I hitched a ride to the mechanic so many times that I honestly can t remember every thing that had to be fixed or replaced During the last month of my ownership the transmission began slipping  again  and the wiring went completely nuts  I honestly don t know a single person who has purchased a used Taurus  of any year  that didn t have major problems with the car  The car is very comfortable  and a dream to ride in  but you can never assume that you reach your destination  They re just not built to survive more than a few years br br  
Neg, I purchased my Eddie Bauer Expedition three months ago  I compared the Tahoe and Expedition head to head before making my decision  I hate to be a stick in the mud as everyone at Epinions that has rated their Expedition seems to really love them  but I personally think I may have blundered in not buying a Tahoe What initially sold me on the Expedition was the overall cost  My Expedition was about  2000 less than a comparable equipped Tahoe LT  and I purchased it at a time when Ford was offering a great APR on all Expeditions  I secured a loan for 2 9  over 60 months  compared to GM s 7 9  The Ford had more  gadgets  and my kids went nuts over the entertainment system with the flip down TV that came as a free option from Ford on my particular model My Expedition has the 4 6 V 8  I chose the 4 6 over the 5 4 for better fuel economy  or so I thought  The window sticker stated that my vehicle should get 16 City  and 21 Highway  This couldn t be any further from the truth  With numbers like 16   21  I should average about 18 19 MPG overall  right  I average 13 1 MPG  Thinking at first that the problem may be my driving  for a period I drove speed limits only  and attempted to monitor my take off s and such  and my mileage only improved by 1 MPG  This is my main beef with this vehicle  Either I purchased a lemon  or Ford is inappropriately labeling these vehicles  I d like to hear from other Expedition owners to see if their Expedition s had similar gas mileage claims One of my close friends purchased a Chevy Tahoe with a 5 3 V 8  He claims that he is averaging about 18 MPG  I drove a Tahoe with this engine  and it is a powerhouse  Even GM s smaller 4 8 seemed to have a lot more power than Ford s 4 8 If you absolutely love the Expedition and don t care about gas mileage  buy the 5 4 engine  It will get virtually the same mileage as the underpowered 4 6  and will make driving much more pleasurable  P S  If you do purchase an Expedition or if you already own one  think about replacing your factory shocks with a pair of Bilstein Shocks  I did  and they made it handle 100  better  reducing it s rear end bounce and body lean  
